Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM_X 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM_Y 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM; Fitted_X 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM; Fitted_Y 	
-12.6999988555908 	0.682600000000093 	-12.6999988555908 	0 	
-12.5999984741211 	0.741500000000087 	-12.5999984741211 	0 	
-12.5 	0.803499999998166 	-12.5 	0 	
-12.3999996185303 	0.882400000002235 	-12.3999996185303 	0 	
-12.2999992370605 	1.02330000000075 	-12.2999992370605 	0 	
-12.1999988555908 	1.17349999999715 	-12.1999988555908 	0 	
-12.0999984741211 	1.22360000000117 	-12.0999984741211 	0 	
-12 	1.16080000000147 	-12 	0 	
-11.8999996185303 	1.13500000000204 	-11.8999996185303 	0 	
-11.7999992370605 	1.06420000000071 	-11.7999992370605 	0 	
-11.6999988555908 	0.916199999999662 	-11.6999988555908 	0 	
-11.5999984741211 	0.744099999999889 	-11.5999984741211 	0 	
-11.5 	-0.0201999999990221 	-11.5 	0 	
-11.3999996185303 	-1.07040000000052 	-11.3999996185303 	0 	
-11.2999992370605 	-1.44010000000344 	-11.2999992370605 	0 	
-11.1999988555908 	-1.48430000000008 	-11.1999988555908 	0 	
-11.0999984741211 	-1.61750000000029 	-11.0999984741211 	0 	
-11 	-1.61569999999847 	-11 	0 	
-10.8999996185303 	-1.57490000000325 	-10.8999996185303 	0 	
-10.7999992370605 	-1.46380000000136 	-10.7999992370605 	0 	
-10.6999988555908 	-0.573499999998603 	-10.6999988555908 	0 	
-10.5999984741211 	0.139299999998912 	-10.5999984741211 	0 	
-10.5 	0.0293999999994412 	-10.5 	0 	
-10.3999996185303 	-0.0345000000015716 	-10.3999996185303 	0 	
-10.2999992370605 	-0.0381999999990512 	-10.2999992370605 	0 	
-10.1999988555908 	-0.0240000000012515 	-10.1999988555908 	0 	
-10.0999984741211 	-0.0084000000024389 	-10.0999984741211 	0 	
-10 	-0.00460000000020955 	-10 	0 	
-9.89999961853027 	-3.63797880709171E-12 	-9.89999961853027 	0 	
-9.79999923706055 	0.00379999999859137 	-9.79999923706055 	0 	
-9.69999885559082 	0.00600000000122236 	-9.69999885559082 	0 	
-9.59999847412109 	0.00480000000243308 	-9.59999847412109 	0 	
-9.5 	0.00740000000223517 	-9.5 	0 	
-9.39999961853027 	0.00679999999920256 	-9.39999961853027 	0 	
-9.29999923706055 	0.00749999999970896 	-9.29999923706055 	0 	
-9.19999885559082 	0.00530000000071595 	-9.19999885559082 	0 	
-9.09999847412109 	-0.000500000001920853 	-9.09999847412109 	0 	
-9 	-0.0033000000003085 	-9 	0 	
-8.89999961853027 	-0.00190000000293367 	-8.89999961853027 	0 	
-8.79999923706055 	-0.00240000000121654 	-8.79999923706055 	0 	
-8.69999885559082 	-0.00410000000192667 	-8.69999885559082 	0 	
-8.59999847412109 	-0.00280000000202563 	-8.59999847412109 	0 	
-8.5 	-0.0033000000003085 	-8.5 	0 	
-8.39999961853027 	0.00179999999818392 	-8.39999961853027 	0 	
-8.29999923706055 	0.0055999999967753 	-8.29999923706055 	0 	
-8.19999885559082 	0.00869999999849824 	-8.19999885559082 	0 	
-8.09999847412109 	0.0111999999971886 	-8.09999847412109 	0 	
-8 	0.0125000000007276 	-8 	0 	
